Month,VisitorType,Weekend,Revenue,BounceRates,ExitRates,ProductRelated,PageValues,TrafficType
May,Returning_Visitor,False,False,0.0,0.010526316,17,0.0,1
May,Returning_Visitor,False,False,0.0,0.025,4,0.0,1
May,Returning_Visitor,False,False,0.08,0.07,5,0.0,3
May,Returning_Visitor,True,False,0.0,0.01,24,0.0,4
May,Returning_Visitor,False,False,0.016666667,0.037777778,24,0.0,6
May,Returning_Visitor,False,False,0.008196721,0.039726776,62,0.0,4
May,Returning_Visitor,False,False,0.0,0.016666667,5,0.0,2
May,Returning_Visitor,False,False,0.0,0.033333333,2,0.0,3
May,Returning_Visitor,False,False,0.011111111,0.022376543,50,10.09862222,1
May,Returning_Visitor,False,True,0.0,0.001851852,27,22.12888889,4
May,Returning_Visitor,False,False,0.04,0.08,5,0.0,3
May,Returning_Visitor,False,False,0.0,0.008333333,31,0.0,2
May,New_Visitor,False,False,0.0,0.004166667,25,0.0,2
May,Returning_Visitor,False,True,0.004888889,0.016624762,96,5.344898889,6
May,Returning_Visitor,True,True,0.025,0.026035354,40,6.1287875,3
May,Returning_Visitor,True,False,0.0,0.004,9,0.0,2
May,Returning_Visitor,False,False,0.013636364,0.034090909,24,0.0,3
May,Returning_Visitor,False,False,0.0,0.033333333,3,0.0,4
May,Returning_Visitor,False,False,0.012,0.027111111,25,15.3956,2
May,Returning_Visitor,False,False,0.039215686,0.05122549,17,0.0,4
May,New_Visitor,False,True,0.0,0.014285714,16,11.13171429,3
May,Returning_Visitor,False,False,0.0,0.013068182,90,2.099045455,2
May,Returning_Visitor,False,False,0.0,0.036363636,11,0.0,13
May,Returning_Visitor,True,False,0.01314475,0.039029125,98,0.546128304,2
May,Returning_Visitor,True,False,0.0,0.066666667,3,0.0,5
May,Returning_Visitor,False,False,0.028947368,0.052076023,39,0.0,13
May,Returning_Visitor,False,False,0.004347826,0.006521739,42,0.0,4
May,Returning_Visitor,False,False,0.0,0.014285714,24,0.0,4
May,Returning_Visitor,True,False,0.005309735,0.020993117,108,0.201663717,4
May,Returning_Visitor,False,False,0.001917808,0.00781583,67,4.18760274,3
May,Returning_Visitor,False,False,0.00754717,0.013274933,54,0.0,3
May,Returning_Visitor,False,False,0.1,0.166666667,3,0.0,1
May,Returning_Visitor,False,False,0.075,0.08,8,0.0,3
May,Returning_Visitor,False,False,0.0,0.013043478,23,0.0,1
May,Returning_Visitor,False,False,0.013333333,0.086666667,15,0.0,3
May,Returning_Visitor,False,False,0.0,0.006666667,31,0.0,2
May,Returning_Visitor,True,True,0.0,0.011794872,19,28.29538462,2
May,Returning_Visitor,False,False,0.0,0.007668207,119,1.809360775,2
May,Returning_Visitor,False,False,0.0,0.013075397,41,6.211094697,2
May,New_Visitor,False,False,0.0,0.018181818,9,0.0,2
May,Returning_Visitor,False,False,0.008064516,0.019546851,63,0.0,4
May,Returning_Visitor,False,True,0.03625,0.047395833,14,14.9925,3
May,Returning_Visitor,False,False,0.0,0.006666667,16,0.0,2
May,Returning_Visitor,True,False,0.0,0.04,5,0.0,2
May,Returning_Visitor,False,False,0.008333333,0.033333333,24,0.0,1
May,Returning_Visitor,False,False,0.002631579,0.022549176,67,1.089771303,3
May,Returning_Visitor,False,True,0.0,0.006428571,70,11.28411429,1
May,Returning_Visitor,False,False,0.166666667,0.177777778,3,0.0,13
May,Returning_Visitor,False,False,0.018181818,0.045454545,24,0.0,11
May,Returning_Visitor,False,False,0.005128205,0.054358974,13,0.0,1
May,Returning_Visitor,False,False,0.002173913,0.030434783,23,0.0,13
May,Returning_Visitor,False,True,0.0,0.016666667,11,113.98,2
May,Returning_Visitor,False,False,0.0,0.05,4,0.0,6
May,Returning_Visitor,False,False,0.025,0.044223485,44,0.0,3
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,13
May,Returning_Visitor,False,False,0.013593814,0.030060022,122,0.0,1
May,Returning_Visitor,False,False,0.044736842,0.068170426,19,0.0,6
May,Returning_Visitor,True,False,0.005208333,0.009657738,31,0.0,4
May,Returning_Visitor,False,False,0.0,0.01175,17,23.5144,2
May,Returning_Visitor,False,False,0.01,0.029,18,0.0,1
May,Returning_Visitor,False,False,0.0,0.006666667,6,0.0,2
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,3
May,Returning_Visitor,False,False,0.041666667,0.091666667,16,0.0,3
May,Returning_Visitor,False,False,0.042857143,0.066666667,14,0.0,13
May,Returning_Visitor,False,False,0.0,0.008595388,49,0.0,2
May,Returning_Visitor,True,False,0.0,0.05030303,23,16.197,6
May,Returning_Visitor,False,False,0.015384615,0.041538462,13,0.0,1
May,Returning_Visitor,False,False,0.01,0.03,20,0.0,4
May,Returning_Visitor,False,False,0.0,0.028571429,7,0.0,2
May,Returning_Visitor,False,False,0.0,0.007269504,88,0.255191489,6
May,Returning_Visitor,True,False,0.04,0.12,5,0.0,4
May,Returning_Visitor,True,False,0.021348315,0.038816034,91,0.0,13
May,Returning_Visitor,False,False,0.025,0.06875,15,0.0,13
May,New_Visitor,False,False,0.0,0.04,3,0.0,2
May,Returning_Visitor,False,False,0.0,0.045454545,11,0.0,2
May,Returning_Visitor,True,False,0.04,0.08,6,0.0,1
May,Returning_Visitor,False,False,0.0,0.031481481,16,0.0,4
May,Returning_Visitor,False,False,0.075675676,0.100510511,36,0.0,13
May,Returning_Visitor,False,False,0.12,0.16,5,0.0,3
May,Returning_Visitor,False,False,0.05,0.068285714,4,0.0,7
May,Returning_Visitor,False,True,0.0,0.01957672,29,12.455,2
May,Returning_Visitor,False,False,0.2,0.2,3,0.0,13
May,Returning_Visitor,False,False,0.016190476,0.051333333,37,0.0,1
May,Returning_Visitor,False,False,0.013793103,0.035057471,29,0.0,4
May,Returning_Visitor,False,True,0.0,0.002222222,62,30.4615873,2
May,Returning_Visitor,True,False,0.0375,0.043055556,24,0.0,4
May,Returning_Visitor,False,False,0.033333333,0.1,6,0.0,6
May,New_Visitor,True,False,0.0,0.01,21,0.0,2
May,Returning_Visitor,False,False,0.053333333,0.08,16,0.0,4
May,Returning_Visitor,False,False,0.2,0.2,2,0.0,4
May,Returning_Visitor,False,False,0.004878049,0.024390244,34,0.0,3
May,Returning_Visitor,False,False,0.0,0.05,8,0.0,1
May,New_Visitor,False,False,0.0,0.003921569,17,0.0,4
May,Returning_Visitor,False,False,0.0,0.028571429,7,0.0,2
May,Returning_Visitor,False,False,0.010752688,0.015506059,94,0.0,3
May,Returning_Visitor,False,False,0.033333333,0.06,15,0.0,4
May,Returning_Visitor,False,False,0.005128205,0.011965812,39,0.0,13
May,New_Visitor,False,False,0.0,0.005128205,12,0.0,5
May,Returning_Visitor,True,False,0.016,0.019207792,44,7.435866667,4
May,Returning_Visitor,True,False,0.0,0.044444444,3,0.0,4
May,Returning_Visitor,False,False,0.042857143,0.065873016,21,0.0,3
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,6
May,Returning_Visitor,True,False,0.0,0.0125,14,0.0,4
May,Returning_Visitor,False,False,0.0,0.005555556,19,0.0,5
May,New_Visitor,False,True,0.0,0.005,21,49.3886,3
May,Returning_Visitor,False,False,0.010526316,0.031578947,35,0.0,4
May,Returning_Visitor,False,False,0.2,0.2,4,0.0,3
May,Returning_Visitor,False,False,0.01884058,0.025355418,56,24.72661836,1
May,Returning_Visitor,True,False,0.0,0.002380952,12,0.0,2
May,New_Visitor,False,False,0.0,0.014285714,14,0.0,11
May,Returning_Visitor,False,False,0.0,0.036363636,11,0.0,2
May,Returning_Visitor,False,False,0.001212121,0.005750251,55,0.0,4
May,Returning_Visitor,False,False,0.0,0.08,5,0.0,3
May,Returning_Visitor,False,False,0.02,0.058,10,0.0,13
May,Returning_Visitor,False,False,0.041843972,0.055319149,47,0.0,13
May,Returning_Visitor,True,False,0.0,0.025757576,17,0.0,11
May,Returning_Visitor,True,False,0.014666667,0.016973138,28,0.0,4
May,Returning_Visitor,False,False,0.0,0.003466667,25,0.0,4
May,Returning_Visitor,False,False,0.075,0.0875,8,0.0,13
May,Returning_Visitor,True,False,0.001736111,0.019623016,125,11.37678683,6
May,Returning_Visitor,True,False,0.026666667,0.033333333,15,0.0,1
May,Returning_Visitor,False,True,0.0125,0.0375,17,19.23625,2
May,Returning_Visitor,True,False,0.013636364,0.035119048,41,0.0,4
May,New_Visitor,True,False,0.0,0.016666667,7,0.0,6
May,Returning_Visitor,False,False,0.015384615,0.030769231,14,0.0,2
May,Returning_Visitor,False,False,0.05,0.075,6,0.0,2
May,Returning_Visitor,True,False,0.0,0.004756098,76,3.200304878,2
May,Returning_Visitor,False,False,0.01220527,0.020275689,105,0.0,4
May,Returning_Visitor,False,True,0.0,0.009019608,30,30.01288235,2
May,Returning_Visitor,False,False,0.05,0.083333333,12,0.0,1
May,New_Visitor,False,True,0.0,0.033333333,7,53.988,2
May,New_Visitor,False,False,0.0,0.003921569,13,0.0,2
May,Returning_Visitor,True,False,0.0,0.01547619,30,3.356892857,4
May,Returning_Visitor,False,False,0.012345679,0.028765432,79,0.0,4
May,New_Visitor,True,False,0.0,0.007692308,14,0.0,5
May,Returning_Visitor,False,False,0.016666667,0.083333333,12,0.0,13
May,Returning_Visitor,False,False,0.053333333,0.075,10,0.0,3
May,Returning_Visitor,False,False,0.015384615,0.046153846,39,0.0,13
May,Returning_Visitor,False,False,0.2,0.2,3,0.0,3
May,Returning_Visitor,False,False,0.0,0.02826087,23,22.2993913,2
May,Returning_Visitor,True,True,0.001034483,0.007306262,276,27.43209507,1
May,Returning_Visitor,False,True,0.0,0.025,8,35.091,2
May,Returning_Visitor,False,False,0.001886792,0.014944594,100,0.0,4
May,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,3
May,Returning_Visitor,False,False,0.025,0.035,24,24.34016667,6
May,New_Visitor,False,True,0.0,0.010526316,16,254.6071579,2
May,Returning_Visitor,True,True,0.0,0.013333333,24,8.1816,5
May,Returning_Visitor,True,False,0.023529412,0.030392157,18,0.0,6
May,Returning_Visitor,False,False,0.01,0.0145,22,0.0,2
May,Returning_Visitor,False,False,0.011764706,0.07254902,15,0.0,1
May,New_Visitor,False,False,0.0,0.0045,16,0.0,2
May,Returning_Visitor,False,False,0.016666667,0.045679012,52,13.32592593,3
May,Returning_Visitor,True,False,0.00625,0.003506944,33,10.12275,5
May,Returning_Visitor,False,True,0.0,0.009090909,20,30.52636364,3
May,Returning_Visitor,True,False,0.0,0.085714286,14,0.0,6
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,3
May,Returning_Visitor,False,False,0.009375,0.020833333,32,31.903875,3
May,Returning_Visitor,True,False,0.007692308,0.022124542,78,0.0,13
May,Returning_Visitor,False,False,0.0,0.015873016,19,52.08342857,4
May,Returning_Visitor,False,False,0.0,0.05,5,0.0,3
May,Returning_Visitor,False,True,0.007909605,0.023728814,59,23.87629104,13
May,Returning_Visitor,False,False,0.08,0.091555556,15,0.0,13
May,New_Visitor,False,True,0.0,0.025,9,53.988,4
May,Returning_Visitor,False,False,0.0,0.028571429,7,0.0,1
May,Returning_Visitor,True,True,0.007291667,0.020192308,27,8.54525,2
May,Returning_Visitor,False,False,0.083333333,0.108333333,7,0.0,4
May,Returning_Visitor,False,False,0.042528736,0.071264368,29,0.0,13
May,Returning_Visitor,False,True,0.002515091,0.007571185,70,7.204613682,4
May,Returning_Visitor,False,False,0.017857143,0.032142857,29,0.0,3
May,Returning_Visitor,True,False,0.0,0.028571429,10,0.0,4
May,Returning_Visitor,False,False,0.04,0.069333333,35,0.0,1
May,Returning_Visitor,True,False,0.0,0.004081633,51,0.0,2
May,Returning_Visitor,False,False,0.072727273,0.090909091,11,0.0,3
May,Returning_Visitor,False,False,0.0125,0.031944444,25,0.0,6
May,Returning_Visitor,False,False,0.122222222,0.122222222,9,0.0,13
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,6
May,Returning_Visitor,False,False,0.0,0.061538462,13,0.0,3
May,Returning_Visitor,False,False,0.00122631,0.008659512,291,9.013011371,4
May,New_Visitor,False,False,0.0,0.005714286,33,0.0,2
May,Returning_Visitor,False,False,0.0,0.025,10,0.0,2
May,Returning_Visitor,False,False,0.0,0.026315789,16,0.0,3
May,Returning_Visitor,True,False,0.0,0.066666667,3,0.0,2
May,Returning_Visitor,True,False,0.2,0.2,1,0.0,2
May,Returning_Visitor,False,False,0.028571429,0.04,23,0.0,1
May,Returning_Visitor,False,False,0.046153846,0.084615385,14,0.0,3
May,Returning_Visitor,False,False,0.08,0.11,10,0.0,6
May,Returning_Visitor,False,False,0.0,0.034117647,18,0.0,3
May,Returning_Visitor,False,False,0.004545455,0.052525253,5,0.0,1
May,Returning_Visitor,False,False,0.0,0.014285714,7,0.0,1
May,Returning_Visitor,False,False,0.044444444,0.035555556,7,0.0,3
May,New_Visitor,False,False,0.007017544,0.019298246,12,0.0,3
May,Returning_Visitor,False,False,0.035,0.06514881,80,0.0,6
May,Returning_Visitor,True,False,0.0,0.029411765,17,0.0,1
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,4
May,Returning_Visitor,False,False,0.013636364,0.025536616,83,0.0,1
May,Returning_Visitor,False,False,0.0,0.022222222,9,0.0,11
May,Returning_Visitor,False,False,0.022222222,0.037962963,38,0.0,11
May,Returning_Visitor,True,True,0.0,0.012820513,23,56.35884615,19
May,Returning_Visitor,False,True,0.0,0.003448276,30,54.21806897,2
May,Returning_Visitor,False,False,0.011555556,0.046190476,29,0.0,3
May,Returning_Visitor,False,False,0.013888889,0.01957672,18,0.0,1
May,New_Visitor,True,False,0.0,0.018181818,11,0.0,4
May,Returning_Visitor,False,False,0.006666667,0.006,16,0.0,1
May,Returning_Visitor,False,False,0.0,0.005555556,20,0.0,2
May,New_Visitor,False,True,0.0,0.023076923,12,9.641076923,2
May,Returning_Visitor,False,False,0.0,0.05,2,0.0,15
May,Returning_Visitor,False,False,0.016666667,0.051215278,48,0.0,13
May,Returning_Visitor,False,False,0.0,0.027327327,67,4.148878378,4
May,Returning_Visitor,False,False,0.0,0.006666667,12,0.0,2
May,Returning_Visitor,False,False,0.0,0.011111111,8,0.0,4
May,Returning_Visitor,False,True,0.0,0.01,19,20.0031,2
May,Returning_Visitor,False,False,0.2,0.2,2,0.0,3
May,Returning_Visitor,True,False,0.0,0.015277778,21,0.0,2
May,Returning_Visitor,True,False,0.2,0.2,1,0.0,4
May,Returning_Visitor,True,False,0.033333333,0.022222222,6,0.0,3
May,Returning_Visitor,False,False,0.0,0.02,10,0.0,1
May,Returning_Visitor,False,False,0.001923077,0.020120574,51,7.793528571,2
May,Returning_Visitor,False,False,0.0,0.005,18,0.0,2
May,Returning_Visitor,True,True,0.0,0.001680672,114,42.41914286,14
May,Returning_Visitor,True,False,0.022222222,0.037037037,4,0.0,3
May,Returning_Visitor,True,False,0.036781609,0.047660099,27,0.0,3
May,Returning_Visitor,False,False,0.133333333,0.148917749,22,0.0,13
May,Returning_Visitor,False,False,0.1,0.15,4,0.0,3
May,Returning_Visitor,False,False,0.028571429,0.042857143,14,0.0,3
May,Returning_Visitor,True,False,0.066666667,0.133333333,3,0.0,3
May,Returning_Visitor,False,False,0.085714286,0.092142857,14,0.0,13
May,Returning_Visitor,False,False,0.0,0.022222222,9,0.0,3
May,Returning_Visitor,False,False,0.0,0.019605911,26,0.0,2
May,Returning_Visitor,False,False,0.02,0.06,10,0.0,1
May,Returning_Visitor,False,True,0.011111111,0.027407407,20,36.51581481,2
May,Returning_Visitor,False,False,0.074074074,0.083333333,20,0.0,4
May,Returning_Visitor,False,False,0.02,0.04,7,0.0,4
May,Returning_Visitor,False,False,0.023794872,0.031250162,65,0.0,3
May,Returning_Visitor,False,False,0.018181818,0.063636364,11,0.0,13
May,New_Visitor,True,False,0.0,0.0125,9,0.0,4
May,Returning_Visitor,False,False,0.004651163,0.022868217,38,4.247372093,3
May,Returning_Visitor,False,False,0.0,0.016666667,15,0.0,4
May,Returning_Visitor,False,False,0.021428571,0.067857143,27,0.0,3
May,Returning_Visitor,True,False,0.077777778,0.088888889,9,0.0,2
May,Returning_Visitor,True,False,0.02,0.03,11,0.0,4
May,Returning_Visitor,False,False,0.0,0.04,5,0.0,1
May,Returning_Visitor,True,False,0.009090909,0.026060606,22,0.0,3
May,New_Visitor,False,False,0.0,0.001904762,14,0.0,2
May,Returning_Visitor,True,False,0.038888889,0.072222222,18,0.0,2
May,Returning_Visitor,False,False,0.0,0.004054054,71,80.58733784,1
May,Returning_Visitor,True,False,0.015384615,0.007692308,15,0.0,6
May,Returning_Visitor,False,False,0.004098361,0.02454223,53,2.227278689,4
May,Returning_Visitor,True,False,0.2,0.2,2,0.0,1
May,Returning_Visitor,False,False,0.0,0.066666667,3,0.0,13
May,New_Visitor,False,False,0.0,0.033333333,4,0.0,5
May,Returning_Visitor,False,True,0.033333333,0.022222222,6,44.99,5
May,Returning_Visitor,False,False,0.0,0.006666667,16,0.0,1
May,Returning_Visitor,True,False,0.039495923,0.04474971,67,2.341419718,2
May,Returning_Visitor,False,False,0.125,0.175,4,0.0,1
May,Returning_Visitor,False,False,0.007894737,0.028070175,36,0.0,3
May,Returning_Visitor,False,False,0.003508772,0.018421053,57,0.0,13
May,Returning_Visitor,False,False,0.0,0.002272727,10,0.0,1
May,Returning_Visitor,False,False,0.041176471,0.067647059,17,0.0,3
May,Returning_Visitor,True,False,0.005882353,0.029549127,66,0.0,4
May,Returning_Visitor,False,False,0.011764706,0.052941176,17,0.0,6
May,New_Visitor,False,False,0.0,0.01,8,0.0,2
May,Returning_Visitor,False,False,0.1,0.125,3,0.0,13
May,Returning_Visitor,False,False,0.0,0.013076923,25,15.40042308,4
May,New_Visitor,False,False,0.0,0.016666667,13,0.0,2
May,Returning_Visitor,False,False,0.003703704,0.014814815,54,0.0,4
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,13
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,1
May,Returning_Visitor,False,False,0.047619048,0.068253968,21,0.0,3
May,Returning_Visitor,False,False,0.033333333,0.05,13,0.0,3
May,Returning_Visitor,False,False,0.0,0.05,4,0.0,13
May,New_Visitor,False,False,0.0,0.033333333,3,0.0,5
May,Returning_Visitor,False,False,0.0,0.020175439,20,0.0,3
May,Returning_Visitor,False,False,0.028571429,0.095238095,7,0.0,3
May,Returning_Visitor,False,False,0.044444444,0.1,9,0.0,1
May,Returning_Visitor,True,False,0.002857143,0.007277211,72,0.0,4
May,Returning_Visitor,False,False,0.008333333,0.03125,26,0.0,4
May,Returning_Visitor,False,False,0.023214286,0.036309524,28,0.0,6
May,Returning_Visitor,False,False,0.0,0.066666667,4,0.0,3
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,3
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
May,Returning_Visitor,False,True,0.0,0.039583333,12,43.99,2
May,Returning_Visitor,True,False,0.0,0.002105263,18,0.0,18
May,Returning_Visitor,False,False,0.0,0.057142857,7,0.0,3
May,New_Visitor,True,False,0.0,0.002631579,36,0.0,4
May,Returning_Visitor,False,False,0.012,0.058222222,14,0.0,6
May,Returning_Visitor,True,False,0.028571429,0.085714286,6,0.0,2
May,Returning_Visitor,False,False,0.1,0.121212121,23,0.0,3
May,Returning_Visitor,False,False,0.1,0.15,2,0.0,4
May,Returning_Visitor,True,False,0.12,0.133333333,5,0.0,3
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,2
May,New_Visitor,False,False,0.0,0.013768116,23,0.0,3
May,Returning_Visitor,False,False,0.019230769,0.080769231,13,0.0,1
May,Returning_Visitor,True,True,0.0,0.00952381,22,10.51809524,4
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,13
May,Returning_Visitor,False,False,0.0,0.003278689,59,0.0,2
May,Returning_Visitor,False,False,0.028571429,0.057142857,7,0.0,4
May,Returning_Visitor,False,False,0.005970149,0.011984127,60,13.09154641,1
May,Returning_Visitor,False,False,0.017647059,0.051764706,17,0.0,2
May,Returning_Visitor,True,False,0.0,0.009756098,39,0.0,2
May,Returning_Visitor,False,False,0.092857143,0.116666667,14,0.0,13
May,Returning_Visitor,False,False,0.0,0.016744186,39,12.73144186,4
May,Returning_Visitor,False,False,0.008,0.024698413,25,0.0,3
May,New_Visitor,False,False,0.013793103,0.014022989,25,5.078114943,4
May,Returning_Visitor,False,False,0.133333333,0.166666667,12,0.0,3
May,Returning_Visitor,False,True,0.007142857,0.029591837,29,10.98707143,4
May,Returning_Visitor,False,False,0.000555556,0.009603919,172,1.418440397,3
May,Returning_Visitor,False,False,0.0,0.022222222,10,0.0,2
May,Returning_Visitor,False,False,0.025806452,0.031075269,29,0.0,4
May,Returning_Visitor,False,False,0.092592593,0.114285714,24,0.0,3
May,Returning_Visitor,False,False,0.066666667,0.133333333,3,0.0,1
May,Returning_Visitor,True,False,0.0,0.075,8,0.0,2
May,New_Visitor,False,False,0.0,0.007142857,26,0.0,5
May,Returning_Visitor,False,False,0.0,0.016666667,6,0.0,3
May,Returning_Visitor,False,False,0.015384615,0.033333333,36,0.0,3
May,Returning_Visitor,False,False,0.053571429,0.070238095,16,0.0,3
May,Returning_Visitor,False,False,0.0125,0.0375,6,0.0,2
May,Returning_Visitor,False,False,0.006779661,0.025141243,60,0.0,3
May,Returning_Visitor,False,False,0.0,0.014285714,8,0.0,4
May,New_Visitor,False,True,0.0,0.016666667,7,14.98333333,2
May,Returning_Visitor,True,False,0.0,0.007674572,19,5.744057971,2
May,Returning_Visitor,False,False,0.00952381,0.026984127,7,0.0,6
May,Returning_Visitor,False,False,0.022222222,0.044444444,8,0.0,3
May,Returning_Visitor,False,False,0.044444444,0.066666667,6,0.0,13
May,Returning_Visitor,False,False,0.0,0.007142857,15,0.0,2
May,Returning_Visitor,False,False,0.0,0.011326165,28,0.0,4
May,Returning_Visitor,False,False,0.0,0.05,4,0.0,4
May,Returning_Visitor,True,False,0.024561404,0.066233766,19,0.0,1
May,New_Visitor,False,False,0.0,0.011764706,14,0.0,2
May,Returning_Visitor,False,False,0.0,0.04,7,0.0,2
May,Returning_Visitor,False,False,0.019090909,0.043948052,46,8.567142857,6
May,Returning_Visitor,False,True,0.0,0.025,7,50.9925,1
May,Returning_Visitor,False,False,0.034920635,0.038095238,60,0.0,3
May,Returning_Visitor,False,False,0.020075188,0.03374269,39,0.0,4
May,Returning_Visitor,False,False,0.0,0.008333333,13,0.0,4
May,Returning_Visitor,False,False,0.0125,0.035,7,0.0,1
May,Returning_Visitor,True,False,0.02,0.045170068,33,11.15734286,11
May,Returning_Visitor,False,False,0.015384615,0.029230769,13,0.0,3
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,3
May,Returning_Visitor,False,False,0.0,0.05,4,0.0,2
May,Returning_Visitor,True,False,0.0,0.055555556,9,0.0,3
May,Returning_Visitor,False,False,0.010606061,0.046262626,66,0.0,6
May,Returning_Visitor,False,False,0.017204301,0.023117504,93,0.0,4
May,Returning_Visitor,False,False,0.018181818,0.072727273,11,0.0,3
May,Returning_Visitor,True,False,0.013333333,0.023333333,14,0.0,3
May,Returning_Visitor,False,False,0.025,0.05,23,0.0,6
May,Returning_Visitor,False,False,0.0,0.015053763,28,0.0,6
May,Returning_Visitor,False,False,0.057142857,0.107142857,7,0.0,6
May,Returning_Visitor,False,False,0.000877193,0.018859649,38,0.0,4
May,Returning_Visitor,False,False,0.0,0.004166667,15,0.0,1
May,Returning_Visitor,False,False,0.010526316,0.033684211,18,0.0,1
May,Returning_Visitor,False,False,0.016666667,0.040625,16,0.0,1
May,Returning_Visitor,False,False,0.011111111,0.077777778,6,0.0,6
May,Returning_Visitor,False,False,0.033333333,0.057619048,28,0.0,1
May,Returning_Visitor,False,False,0.020689655,0.01954023,29,0.0,3
May,Returning_Visitor,True,False,0.042857143,0.061904762,6,0.0,3
May,Returning_Visitor,False,False,0.014285714,0.04047619,14,0.0,13
May,Returning_Visitor,False,False,0.0,0.00625,49,0.0,1
May,Returning_Visitor,True,True,0.0,0.011428571,9,92.83857143,5
May,Returning_Visitor,False,False,0.028571429,0.071428571,7,0.0,1
May,Returning_Visitor,False,False,0.09047619,0.121428571,21,0.0,13
May,Returning_Visitor,True,False,0.009433962,0.021263103,105,0.0,4
May,Returning_Visitor,False,False,0.0,0.010526316,15,0.0,2
May,Returning_Visitor,False,False,0.066666667,0.133333333,3,0.0,20
May,New_Visitor,False,False,0.0,0.033333333,7,0.0,13
May,Returning_Visitor,False,False,0.017647059,0.03627451,16,0.0,18
May,Returning_Visitor,False,False,0.00952381,0.038958835,65,8.08875,6
May,New_Visitor,False,False,0.0,0.005555556,37,0.0,2
May,Returning_Visitor,False,False,0.0,0.01875,72,0.0,6
May,Returning_Visitor,False,False,0.00974026,0.019066142,39,16.42363253,13
May,Returning_Visitor,True,False,0.0,0.007692308,14,0.0,4
May,Returning_Visitor,False,False,0.0,0.007881773,31,0.0,2
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,6
May,Returning_Visitor,False,False,0.006060606,0.033333333,33,0.0,4
May,Returning_Visitor,True,False,0.0125,0.012291667,14,0.0,3
May,New_Visitor,True,False,0.0,0.021052632,16,0.0,4
May,Returning_Visitor,True,False,7.09e-05,0.005893497,217,0.0,6
May,Returning_Visitor,False,False,0.043478261,0.068115942,23,0.0,6
May,Returning_Visitor,False,False,0.052380952,0.10952381,7,0.0,1
May,Returning_Visitor,False,False,0.05,0.1,4,0.0,3
May,Returning_Visitor,False,False,0.0,0.057142857,7,0.0,3
May,Returning_Visitor,True,False,0.006451613,0.010752688,32,37.60935484,2
May,Returning_Visitor,False,False,0.003108808,0.011118588,187,10.80188719,2
May,Returning_Visitor,False,False,0.0,0.1,2,0.0,2
May,Returning_Visitor,False,False,0.027083333,0.042083333,30,12.6534375,1
May,Returning_Visitor,True,False,0.01372549,0.02254902,36,19.1127451,4
May,Returning_Visitor,False,False,0.0,0.026938057,31,0.0,1
May,Returning_Visitor,True,False,0.0,0.066666667,3,0.0,1
May,Returning_Visitor,False,False,0.015384615,0.028205128,12,0.0,1
May,Returning_Visitor,False,True,0.007142857,0.028571429,25,16.70657143,3
May,Returning_Visitor,False,False,0.0,0.013043478,21,0.0,4
May,Returning_Visitor,False,False,0.008333333,0.026388889,24,0.0,3
May,Returning_Visitor,False,False,0.16,0.18,5,0.0,4
May,Returning_Visitor,False,False,0.0,0.025,12,0.0,4
May,Returning_Visitor,False,False,0.0,0.05,2,0.0,1
May,New_Visitor,False,True,0.0,0.014285714,8,59.988,2
May,Returning_Visitor,True,True,0.017391304,0.020652174,21,7.091478261,4
May,Returning_Visitor,False,False,0.0,0.022222222,6,0.0,2
May,Returning_Visitor,True,False,0.010909091,0.017482517,31,0.0,5
May,Returning_Visitor,True,False,0.0,0.004266667,22,0.0,15
May,Returning_Visitor,False,False,0.2,0.2,1,0.0,13
May,Returning_Visitor,True,False,0.039285714,0.092857143,14,0.0,4
May,Returning_Visitor,False,False,0.142857143,0.157142857,6,0.0,13
May,New_Visitor,True,False,0.0,0.0125,6,0.0,2
May,Returning_Visitor,False,False,0.0,0.057142857,7,0.0,3
May,Returning_Visitor,False,False,0.004113924,0.013428813,159,14.75911588,2
May,Returning_Visitor,False,False,0.04,0.073333333,5,0.0,3
May,Returning_Visitor,False,False,0.0,0.033333333,4,0.0,13
May,Returning_Visitor,True,False,0.0,0.04,15,0.0,3
May,Returning_Visitor,False,False,0.028571429,0.05952381,20,0.0,3
May,Returning_Visitor,True,False,0.0,0.057142857,7,0.0,4
May,Returning_Visitor,False,False,0.066666667,0.074074074,7,0.0,13
May,Returning_Visitor,False,False,0.016923077,0.013931624,38,0.0,3
May,Returning_Visitor,True,False,0.0,0.013333333,4,0.0,3
May,New_Visitor,False,True,0.0,0.018181818,13,72.788,3
May,New_Visitor,False,False,0.0,0.1,2,0.0,2
